Left,Relation,Right,L_id,R_id,Table
Track,is a single from,Album,2,3,28877c90-2a8e-4556-8a74-6884cc4301b7.json
Track,is a single from,Album,2,3,3d93786a-55b2-46b5-8287-6178f1c06a95.json
Track,is a single from,Album,2,3,7deeefba-edc9-437b-bc06-0979910a41ea.json
Track,is a single from,Album,2,3,f8223b22-62a1-401a-9e6c-78d988ee658f.json
Track,is a single from,Album,2,3,fbbeecf3-0a13-4485-b944-493cba6eaa3a.json
Track,is a single from,Album,2,3,e91e2123-dcd3-4f5b-bd2f-1e2ad966f8b0.json
Track,is a single from,Album,2,3,a956db05-4043-4b0b-93b2-1c82f13cccdf.json
Track,is a single from,Album,2,3,1cf55b72-8dbb-4d5a-9acb-a693c47f5038.json
Track,is a single from,Album,2,3,f949aa03-4648-4d7e-814b-ed3725b24eb2.json
Track,is a single from,Album,2,3,87356e50-bab0-4f2e-9a41-f2c136d8be48.json
Track,is a single from,Album,2,3,6a53a6f8-5d8a-4f70-af09-ddaa8cee5135.json
Track,is a single from,Album,2,3,f5775e36-4940-4a5c-9223-3f5f0476bcda.json
Track,is a single from,Album,2,3,dc4ceeba-5b86-49b0-a82b-924d361c48ad.json
Track,is a single from,Album,2,3,3380005a-7ba1-48be-a426-5397d1706d02.json
Track,is a single from,Album,2,3,381b6334-5c26-4653-855f-a9d42d427495.json
Track,is a single from,Album,2,3,d5dc9b1b-ab40-48f0-8d5b-22db4f5e0543.json
Track,is a single from,Album,2,3,2ced2502-40a2-49a4-ba20-3a95a54ff7d0.json
Track,is a single from,Album,2,3,e564d2ed-4cf9-46b1-ab06-b39dbdff6d2f.json
Track,is a single from,Album,1,2,e74ca52b-437c-40a9-bd8c-9ee95a7f41a9.json
Track,is a single from,Album,2,3,ccdea503-47a6-4c47-a019-73643cf620a2.json
Track,is a single from,Album,2,3,9233fa50-75d6-4384-a45b-797c9268aaa4.json
Track,is a single from,Album,2,3,3671a435-103b-492e-be11-24dcba0f4d5c.json
Track,is a single from,Album,2,3,5ffb98a1-8f42-4836-880f-f7164665bc3d.json
Track,is a single from,Album,2,3,eeac131e-f5f6-4625-ba06-24a11dde88b5.json
Track,is a single from,Album,2,3,78650a09-be25-4f23-adbb-19ac51e07bac.json
Track,is a single from,Album,2,3,15c4e354-cb36-4775-8db0-a44c5187f316.json
Track,is a single from,Album,2,3,cfdd823e-56f7-4bbe-94d6-15f84233aa9f.json
Track,is a single from,Album,2,3,2ee0440a-d876-49f6-8e22-9f77a0549c9b.json
Track,is a single from,Album,2,3,c27b61ad-0969-4f2a-a9c9-fe4ba13e4212.json
Track,is a single from,Album,2,3,abb063ef-e256-4194-bee0-0db7c29e803c.json
Track,is a single from,Album,2,3,380b4aab-f295-4106-afc4-cbcca98febbc.json
Track,is a single from,Album,2,3,4cada6c6-0473-4cd3-9c07-d212ca676b3e.json
Track,is a single from,Album,2,3,f9134b9d-1c3b-4f82-8bb4-aee0963c1715.json
Track,is a single from,Album,2,3,730d8745-42fd-4d81-a063-cb104dfb095c.json
Track,is a single from,Album,2,3,eb345fe2-c059-4b38-9116-5bf570647121.json
Track,is a single from,Album,1,2,2d6f2bfd-8de7-442f-b21b-eb83ddc62c77.json
Track,is a single from,Album,2,3,1097f8d4-12a4-4fc4-b915-dfa6320bab9c.json
Track,is a single from,Album,2,3,0e2e01ca-8a76-401d-9979-8b4f89330e22.json
Track,is a single from,Album,2,3,b9ff17da-3167-4a42-8748-59d5344e0f25.json
Track,is a single from,Album,2,3,95852769-4921-4e3c-b966-dd0344357da7.json
Track,is a single from,Album,2,3,4ee68170-46ab-4bc6-864a-c25cf4a93df9.json
Track,is a single from,Album,2,3,acabd718-2925-43bb-9fbf-f2a6298f4d1a.json
Track,is a single from,Album,2,3,bc276672-d19d-43f0-a5a5-c4f7f743a558.json
Track,is a single from,Album,2,3,8bb9b92a-3ba1-44b3-8b9d-7a0aca448587.json
Track,is a single from,Album,2,3,cb10e2d5-744f-4b80-8954-8fc09f870fbb.json
Track,is a single from,Album,2,3,7f87bad8-ddf4-4612-a004-e73b1051fc8b.json
Track,is a single from,Album,2,3,65c1329a-6362-421c-ac0f-c51377b2e2f3.json
Track,is a single from,Album,2,3,d31a5ea7-ffdb-4396-b1a9-2bd67eb69730.json
Track,is a single from,Album,2,3,19c85ab3-7328-4006-aba6-4d9d0f5279dd.json
Track,is a single from,Album,2,3,dffb82c5-5645-4cd5-b891-bcc87fc97fa4.json
Track,is a single from,Album,2,3,2832b460-42aa-4b9c-8eef-3b07d099ce43.json
Track,is a single from,Album,2,3,24a2b90c-3399-46dc-8b3b-d6a9ca0e8fab.json
Track,is a single from,Album,2,3,22a4de76-586c-4062-97f3-754fb63fe16f.json
Track,is a single from,Album,2,3,5e609a3e-a5e6-4faf-9541-878ccf90db21.json
Track,is a single from,Album,2,3,f0b5106b-e380-4844-98aa-81f726803cd9.json
Track,is a single from,Album,2,3,c66b5c4d-6b17-42db-a92f-ba0d46b8ab75.json
Track,is a single from,Album,2,3,13278dc2-7ca3-4fb0-a1cf-fea09ad1642a.json
Track,is a single from,Album,1,2,38eecdbe-514a-410c-a39e-ddfc55025853.json
Track,is a single from,Album,2,3,b803340f-f001-4790-969b-4aa4ce98b1e1.json
Track,is a single from,Album,2,3,a4e772dc-7df4-49c4-9b50-389516e8011f.json
Track,is a single from,Album,2,3,f825b73d-674e-4119-866b-c18aa1f91e5d.json
Track,is a single from,Album,2,3,dff420d3-e9e0-408a-af95-eff06798414c.json
Track,is a single from,Album,2,3,8d26710f-5da4-4f4d-9eee-39861b8b7f32.json
Title,is a single from,Album (* = New Release),1,2,39242754-bc9b-4660-b0bf-eb8e91166d50.json
Title,is a single from,Album (* = New Release),1,2,3e975030-d101-4695-a3f0-21a47ef67e87.json
Title,is a single from,Album (* = New Release),1,2,0b0d1c21-28c1-416f-91b8-dc5d35032cd9.json
Title,is a single from,Album (* = New Release),1,2,7604557a-4271-43af-8ab9-8be9a42fa0b0.json
Title,is a single from,Album (* = New Release),1,2,0d3febb4-5e0c-467e-89ba-9ed944c19d1f.json
Title,is a single from,Album (* = New Release),1,2,9dc8cc6d-1c49-45b4-be07-1f54768ecbbe.json
Title,is a single from,Album (* = New Release),1,2,5a4184c7-5c1d-4462-8b65-8bd8e83f8933.json
Title,is a single from,Album (* = New Release),1,2,ca998f77-b214-4a79-8f9a-820544503d8a.json
Title,is a single from,Album (* = New Release),1,2,1f0a596a-85a5-47b0-832a-c7cfe681397e.json
Title,is a single from,Album (* = New Release),1,2,d7c126b3-dfb6-451d-8975-b7b5ae5434ee.json
Title,is a single from,Album (* = New Release),1,2,3a775003-d29a-4740-bb51-ecf2785fac9b.json
Title,is a single from,Album (* = New Release),1,2,754a4208-fc36-4aa8-899c-70d86237792a.json
Title,is a single from,Album (* = New Release),1,2,c88cce1e-8844-4863-92f5-7a789a942dd8.json
Title,is a single from,Album (* = New Release),1,2,c73a87ff-cee5-4fac-991b-791e84f28aeb.json
Title,is a single from,Album (* = New Release),1,2,f8eb2fb3-d3fe-467b-be02-2ec552ec3207.json
Title,is a single from,Album (* = New Release),1,2,5d7d7dd7-9efe-408d-b629-f4646f02496e.json
Title,is a single from,Album (* = New Release),1,2,cea0a495-46d0-474b-9439-355467cadec9.json
Title,is a single from,Album (* = New Release),1,2,83a02e38-057f-4047-bc84-bc99e66355c2.json
Title,is a single from,Album (* = New Release),1,2,556cfa16-668b-4b50-ae0b-2518a8d79a7e.json
Title,is a single from,Album (* = New Release),1,2,a583017d-14db-41d3-bab3-a9a9bc17d5ac.json
Title,is a single from,Album (* = New Release),1,2,d057f271-bf14-4ef3-a4fb-398ab8dfa28a.json
Title,is a single from,Album (* = New Release),1,2,ee7691e5-9701-437e-ba84-f94238bb4845.json
Title,is a single from,Album (* = New Release),1,2,d66c422b-8a62-49ba-85d2-ee76f5e6f2a7.json
Title,is a single from,Album (* = New Release),1,2,dbc6b793-fd06-42f1-8563-29f57f1f8030.json
Title,is a single from,Album (* = New Release),1,2,129fb79b-48c9-4c84-902b-870f094f97b4.json
Title,is a single from,Album (* = New Release),1,2,ae50515d-357a-412e-b344-c515e8c253f6.json
Title,is a single from,Album (* = New Release),1,2,2b8687a3-4eab-4b5b-a4c6-93519339a526.json
Title,is a single from,Album (* = New Release),1,2,a805c5cd-a578-4702-a868-2a47b449ce16.json
Title,is a single from,Album (* = New Release),1,2,81f0d026-51a5-4d8e-8ba9-f25cb5188dd5.json
Title,is a single from,Album (* = New Release),1,2,4023d313-c59a-4cec-9f1c-b2f09bd278f7.json
Title,is a single from,Album (* = New Release),1,2,75132691-1346-494c-9a16-eb1f013a6156.json
Title,is a single from,Album (* = New Release),1,2,9db218ec-3f51-4153-a6c6-bd4187953a11.json
Title,is a single from,Album (* = New Release),1,2,f1404f59-cff1-401b-ae70-f0855d865171.json
Title,is a single from,Album (* = New Release),1,2,7845670b-29ac-471f-b8ed-266a9889320a.json
Title,is a single from,Album (* = New Release),1,2,7cc77114-0e57-45d3-8f86-9306217e4f1f.json
Title,is a single from,Album (* = New Release),1,2,e16dd493-43a1-4c07-aa5e-44879ff524c7.json
Title,is a single from,Album (* = New Release),1,2,0a032294-88f5-49c4-859b-badcf06eaf25.json
Title,is a single from,Album (* = New Release),1,2,ea22d5ee-b04e-453c-b062-678026826b69.json
Title,is a single from,Album (* = New Release),1,2,7f8b2e78-7d8b-437a-a495-f9b4f56d7e5d.json
Title,is a single from,Album (* = New Release),1,2,854f7323-f70a-449b-8ade-fd3de2951ddf.json
Title,is a single from,Album (* = New Release),1,2,223a7623-710c-4862-a686-500aec23bdfa.json
Title,is a single from,Album (* = New Release),1,2,a222d98c-5262-4eff-9ae3-20526d719aea.json
Title,is a single from,Album (* = New Release),1,2,f3660faf-96fa-4e89-9722-e0fac7f5df5a.json
Title,is a single from,Album (* = New Release),1,2,ae41ad1f-d3f4-486b-9cff-aea812c6f54d.json
Title,is a single from,Album (* = New Release),1,2,b9624405-b98c-488a-985f-cd0b3e789a52.json
Title,is a single from,Album (* = New Release),1,2,0a14157b-9b93-4a84-8612-82616557829e.json
Title,is a single from,Album (* = New Release),1,2,95832712-3fa1-4b08-bbe6-c9d3bc76e576.json
Title,is a single from,Album (* = New Release),1,2,ea06f7d9-4742-4aaf-8b72-f4205bb93bac.json
Title,is a single from,Album (* = New Release),1,2,67528a8f-ea02-4559-8415-e098be557289.json
Title,is a single from,Album (* = New Release),1,2,80fd66de-19ee-4dc7-a9ca-2a79dc79fc2e.json
Title,is a single from,Album (* = New Release),1,2,f6a524f2-b61f-40c6-a3f6-795b808962f7.json
Title,is a single from,Album (* = New Release),1,2,ac4f76cc-0df2-41bf-86f3-df3ab363c28c.json
Title,is a single from,Album (* = New Release),1,2,38dcecdb-f7ab-49d5-afed-e590f5bec273.json
Title,is a single from,Album (* = New Release),1,2,33bde164-ea37-42bd-a398-3ebadbd5045f.json
Title,is a single from,Album (* = New Release),1,2,09becb56-e411-4df6-90fc-be1eff2edd57.json
Title,is a single from,Album (* = New Release),1,2,2649ef6c-4bb5-4f72-81c2-e1089add6992.json
Title,is a single from,Album (* = New Release),1,2,a8ae29f4-a0d9-485d-988d-4c4850150aa9.json
Title,is a single from,Album (* = New Release),1,2,4f3a69bd-3a8a-44c5-a1a5-f46b4f24d5df.json
Title,is a single from,Album (* = New Release),1,2,294f2f97-65e6-401a-a883-c7c40b7e3713.json
Title,is a single from,Album (* = New Release),1,2,1f4a5583-a6a2-433e-b586-bc38113fa530.json
Title,is a single from,Album (* = New Release),1,2,416b4d81-311b-4171-b6f7-9a114ef5b464.json
Title,is a single from,Album (* = New Release),1,2,14ec51c6-0964-420f-ac3a-9d8c3221e6a7.json
Title,is a single from,Album (* = New Release),1,2,482395fc-0003-434e-aee3-a3cd85b73b5a.json
Title,is a single from,Album (* = New Release),1,2,41b8912b-d4d5-428d-bc85-8f15e0ab87d6.json
Nom,is a single from,Album,1,2,953ec991-9f86-451f-9b6e-f08723cd0649.json
Nom,is a single from,Album,1,2,64e41e2d-9c99-413b-a6b0-81afb01fd466.json
Nom,is a single from,Album,1,2,ff695d26-0555-4eb6-bfb6-84273da01b55.json
Nom,is a single from,Album,1,2,b70d37bc-b206-4522-87da-2e5b084bfe84.json
Nom,is a single from,Album,1,2,4af7e76c-a6a5-4c28-ab50-41d3542ced9e.json
Nom,is a single from,Album,1,2,9af172aa-7a5d-45d8-96c3-41ad46fb079f.json
Nom,is a single from,Album,1,2,993320c6-b0c8-4daa-838a-1d86e55ba462.json
Nom,is a single from,Album,1,2,7d548966-b7b7-4614-872a-3616306302f1.json
Nom,is a single from,Album,1,2,1bf03cac-60b1-471d-acb6-df5b1ab6f5a3.json
Nom,is a single from,Album,1,2,8c50ede6-b1ff-48e8-b6ec-5d2a943fce8d.json
Nom,is a single from,Album,1,2,9a050167-c2fd-4384-8be2-9f125b3844a7.json
Nom,is a single from,Album,1,2,95fce28c-8fb2-4ce3-8693-e66ade4e20e4.json
Nom,is a single from,Album,1,2,d8581667-eef1-4031-b65e-23966135c95b.json
Nom,is a single from,Album,1,2,fff54dc8-dad8-4d6b-9f34-9ff99a2df06a.json
Nom,is a single from,Album,1,2,7d30a4bd-3968-4c6b-ad9c-8a024b80a8a9.json
Nom,is a single from,Album,1,2,a4404239-93ae-4a50-b911-52c61f1d8320.json
Nom,is a single from,Album,1,2,dd2d3a7e-fac1-490d-948a-384e14207350.json
Nom,is a single from,Album,1,2,981c413d-d70e-4c45-b84c-943152522e86.json
Nom,is a single from,Album,1,2,c07132bb-c91a-4f41-ab72-789ec63858a5.json
Nom,is a single from,Album,1,2,c21f9c4d-c7bd-488c-af21-737e15c5f593.json
Nom,is a single from,Album,1,2,bf0b42bc-55c0-47ee-ad94-3c7fdeab165d.json
Nom,is a single from,Album,1,2,13dd654e-c267-4f9f-95b6-ea34f424fb8b.json
Nom,is a single from,Album,1,2,cb24227c-3b34-4304-9e19-8d778868ac3d.json
Nom,is a single from,Album,1,2,137c1514-a710-4c53-8228-677acf6c1a45.json
name,is a single from,album,0,2,b6208a2e-6a3b-45a0-bfe1-8f6ff2cc9e11.json
name,is a single from,album,0,2,fe79d7ee-d586-4e44-86fe-f537e8af5482.json
Traccia,is a single from,Album,1,6,d1af2486-8b55-4a4a-8071-472075e15ee1.json
Top songs,is a single from,Album,1,3,793d581f-29ad-450d-bbc6-f9cb8ef1f6da.json
Top songs,is a single from,Album,1,3,fda73d97-3e3f-49f6-9fd5-80aab5c01c68.json
Top songs,is a single from,Album,1,3,6eebb04e-a27c-425b-b34f-1b9837488d52.json
Top songs,is a single from,Album,1,3,a07d4967-24cb-4dd8-b7c2-961925cd2bb9.json
Top songs,is a single from,Album,1,3,450037b6-586c-41fd-81e3-6538508ddd9f.json
Top songs,is a single from,Album,1,3,7a92f318-e4e0-4ed4-b70f-e0841f4b1385.json
Top songs,is a single from,Album,1,3,8e42063f-46ab-4deb-b9ef-a1dc69543c65.json
Top songs,is a single from,Album,1,3,f964812b-cf5d-47cd-b818-bb35438fc588.json
Nome,is a single from,Album,1,2,ca41439e-0f4d-4bf6-948c-40eed1ca742c.json
Nome,is a single from,Album,1,2,ca277abf-0c09-413f-90a2-23eb1bd75d2f.json
Nome,is a single from,Album,1,2,839c79cd-17e0-421f-9187-41a84bb934f3.json
Nome,is a single from,Album,1,2,f1870995-9e40-4c9b-98a9-8ad2338f834f.json
Nome,is a single from,Album,1,2,85c79380-83c8-4858-978b-402ffa523ec9.json
SONG,is a single from,ALBUM,1,2,b2828c12-447f-45d7-97de-5e75b471a7dd.json
SONG,is a single from,ALBUM,1,2,65bc618c-080d-442b-92d9-e2a362e7c690.json
Namn,is a single from,Album,1,2,06f80272-3c85-476b-95d8-b98061fc5e14.json
Namn,is a single from,Album,1,2,7d4daa71-a793-40ab-af6b-a677ec87839f.json
Namn,is a single from,Album,1,2,7dc9514c-3fa9-4a77-b09d-08c348f336c5.json
Namn,is a single from,Album,0,2,fed15a7a-73b0-4387-8be4-0cc17e27db9d.json
Namn,is a single from,Album,1,2,9fb6be5e-0774-4e35-b06e-7e4f7573a417.json
Namn,is a single from,Album,1,2,83c95166-5830-437c-9e52-653f148a869a.json
Namn,is a single from,Album,1,2,a2d77838-88b2-4199-9562-54e2ffabc914.json
Namn,is a single from,Album,0,2,bf2b4154-0335-4aaf-955b-9f44df12283a.json
Namn,is a single from,Album,1,2,149fb3fe-2759-43b6-9701-aaee1aba90cf.json
Namn,is a single from,Album,1,2,700d6a1a-5349-499f-a25d-2f1100929aaf.json
Namn,is a single from,Album,1,2,31c229c4-85c1-4d6a-9013-a81e95096bfe.json
Duration,is the duration of,Artist,4,0,fccba4bc-0f6a-4068-a658-d6ebf6cc02aa.json
Duration,is the duration of,Artist,4,0,e9c81842-3f2f-43f0-aafe-a4a8626bbe5e.json
Duration,is the duration of,Artist,4,0,a7546988-b5c6-4cb4-af9f-d7e776c2c211.json
Duration,is the duration of,Artist,4,0,5820c877-e5d4-4ee3-a8fd-9f489d09a5f1.json
Duration,is the duration of,Artist,4,0,05443b7a-5950-4724-89ec-fbaa96ff69a2.json
Duration,is the duration of,Artist,4,0,cab2f654-85c6-4d83-8863-24e1ef35aadb.json
Duration,is the duration of,Artist,4,0,f1938ce3-d1b1-450b-8e2c-74ec937b9bd9.json
Duration,is the duration of,Artist,4,0,b7109742-eba0-40fd-b6e2-75f22ad16033.json
Duration,is the duration of,Artist,4,0,e12b31bd-ca41-4b10-9916-ab2c854aa149.json
Duration,is the duration of,Artist,4,0,24a74b64-2c6d-493f-8e6a-1698a115a16c.json
Duration,is the duration of,Artist,4,0,44b48f7a-8bfa-48ec-b469-1fcb369a90f7.json
Duration,is the duration of,Artist,4,0,c543d8ed-58ef-4daf-9447-70d46fdb417b.json
Duration,is the duration of,Artist,4,0,02463754-4bae-4181-acdd-16bf4cd667f0.json
Duration,is the duration of,Artist,4,0,7f3e3fa5-9e44-4a3d-af3c-aa481c5a38c6.json
Duration,is the duration of,Artist,4,0,932c0fa8-0173-4d89-b308-31091846d12f.json
Duration,is the duration of,Artist,4,0,7913d633-0838-46ae-a036-6ebb861acda8.json
Duration,is the duration of,Artist,2,0,ea4d4c20-dbd8-4df6-8ad8-985e0df7d18f.json
Duration,is the duration of,Artist,4,0,98b8b214-d0a0-41f8-84fa-fb7ee4d2c32a.json
Duration,is the duration of,Artist,4,0,1c185fdb-6bbf-4d19-9640-da8e021549c7.json
Duration,is the duration of,Artist,4,0,165bdb96-92bf-4d9f-ab61-36d214441acb.json
Duration,is the duration of,Artist,4,0,eebac6ad-9ea6-481e-84d3-1db1e9da5f7e.json
Duration,is the duration of,Artist,4,0,d74fda3e-34d8-45a6-b59b-f8a4f45eaa44.json
Duration,is the duration of,Artist,4,0,3635df47-4b95-4694-bac9-7af707e62772.json
Duration,is the duration of,Artist,4,0,191921dd-dc9c-4a74-8411-64d0ab448512.json
Duration,is the duration of,Artist,4,0,0083265a-a85e-4bbe-ba7b-8ff4f59bf044.json
Duration,is the duration of,Artist,4,0,dc366356-27dd-4454-be78-7361b777d0cb.json
Duration,is the duration of,Artist,4,0,1e277df0-18f3-4f19-acc4-aad0467032ff.json
Duration,is the duration of,Artist,4,0,23de98d0-a377-4551-b1d9-90fedbaf39c4.json
Duration,is the duration of,Artist,4,0,06a18cc2-256b-49e4-894c-5920b9b60987.json
Duration,is the duration of,Artist,4,0,098e2c8f-5aef-4099-b899-ce840a6c4449.json
Duration,is the duration of,Artist,4,0,36b50299-cc34-4052-96bb-620c96d33958.json
Duration,is the duration of,Artist,4,0,c8428443-5161-4a05-9e8f-7b0996f358c5.json
Duration,is the duration of,Artist,4,0,939e44d1-40cb-41f8-8064-52dbf7826da0.json
